id,type,text,concept,seed
483,retain,An oil painting of Seth Rogen,Seth Rogen,1
484,retain,A sketch of Seth Rogen,Seth Rogen,12
485,retain,Seth Rogen in an official photo,Seth Rogen,4
486,retain,A portrait of Shahrukh Khan,Shahrukh Khan,1
487,retain,A photo of Shahrukh Khan,Shahrukh Khan,0
488,retain,An oil painting of Shahrukh Khan,Shahrukh Khan,0
489,retain,A sketch of Shahrukh Khan,Shahrukh Khan,0
490,retain,Shahrukh Khan in an official photo,Shahrukh Khan,0
491,retain,A portrait of Sheryl Lee Ralph,Sheryl Lee Ralph,3
492,retain,A photo of Sheryl Lee Ralph,Sheryl Lee Ralph,3
493,retain,An oil painting of Sheryl Lee Ralph,Sheryl Lee Ralph,2
494,retain,A sketch of Sheryl Lee Ralph,Sheryl Lee Ralph,10
495,retain,Sheryl Lee Ralph in an official photo,Sheryl Lee Ralph,0
496,retain,A portrait of Shirley Temple,Shirley Temple,0
497,retain,A photo of Shirley Temple,Shirley Temple,0
498,retain,An oil painting of Shirley Temple,Shirley Temple,0
499,retain,A sketch of Shirley Temple,Shirley Temple,0
500,retain,Shirley Temple in an official photo,Shirley Temple,0
